userId_url,profile_photo,username,attached_media,UserId,Tweet_Url,date-time,Tweets,css-4rbku5 href 5,css-9pa8cd src 3,Comments,Retweets,Likes,Impressions
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719753115702788570,Nov 1,"Ukraine war: Russia hits most settlements in one day, says Kyiv",https://t.co/vJUCHFfm5U,https://pbs.twimg.com/card_img/1719753117632167943/P_dRMxj9?format=jpg&name=small,214,103,265,225K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719746395639337004,Nov 1,Germany asks forgiveness for Tanzania colonial crimes,https://t.co/7ExIpJallU,https://pbs.twimg.com/card_img/1719745976422858752/aSNxeLPf?format=jpg&name=small,278,170,482,273K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719741760878911725,Nov 1,Queen Camilla feeds orphaned baby elephant during Kenya visit,https://t.co/sm9IPNj2HR,,199,73,378,212K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719740554089468322,Nov 1,US pilot charged for allegedly threatening captain,https://t.co/YJ56X6fhu9,https://pbs.twimg.com/card_img/1719740553753993216/yO_ALAMs?format=jpg&name=small,70,42,178,196K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719720722094862686,Nov 1,Man convicted after cryptocurrency robbery,https://t.co/ghs64MufQ5,https://pbs.twimg.com/card_img/1719705155178766336/uxkaP4rt?format=jpg&name=small,87,47,140,166K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719671249633185982,Nov 1,"Matthew Perry was in a good place in recent conversation, Friends creator says",https://t.co/oGN1jMNWXo,,72,41,199,168K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719651983278113191,Nov 1,Halloween 2023: Heidi Klum wows at her annual party as a peacock,https://t.co/GgIUX4PdP0,https://pbs.twimg.com/card_img/1719651696899506176/YZx6AM0d?format=jpg&name=small,132,51,173,165K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719644722765938694,Nov 1,Inside destroyed family home in Israel's Kibbutz Be'eri,https://t.co/7cw1rLAdkj,https://pbs.twimg.com/card_img/1719519751418826752/kbXj52j8?format=jpg&name=small,302,63,208,168K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719638921674457375,Nov 1,Celebrity Halloween costumes 2023: Megan Thee Stallion and Kim Kardashian serve looks,https://t.co/XwNAzItxLk,,114,42,128,145K
https://twitter.com/BBCWorld,https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_bigger.jpg,BBC News (World),https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_bigger.jpg,@BBCWorld,https://twitter.com/BBCWorld/status/1719628582165647693,Nov 1,Afghan refugees forced to leave Pakistan say they have nothing,https://t.co/rRsDNhuDyo,https://pbs.twimg.com/card_img/1719628583574884352/SqIRUrOK?format=jpg&name=small,187,150,336,202K
